DATE,PRCP,TMAX,TMIN,RAIN
12/01/2007,0,31,19,FALSE
13/01/2007,0,29,21,FALSE
14/01/2007,0,35,20,FALSE
15/01/2007,0,35,23,FALSE
16/01/2007,0.18,35,28,TRUE
17/01/2007,0.16,39,33,TRUE
18/01/2007,0.16,44,34,TRUE
19/01/2007,0.21,42,38,TRUE
20/01/2007,0,45,37,FALSE
21/01/2007,0,42,37,FALSE
22/01/2007,0,50,40,FALSE
23/01/2007,0,52,43,FALSE
24/01/2007,0,51,35,FALSE
25/01/2007,0.02,43,33,TRUE
26/01/2007,0,44,36,FALSE
27/01/2007,0,52,32,FALSE
28/01/2007,0,50,28,FALSE
29/01/2007,0,40,28,FALSE
30/01/2007,0,48,33,FALSE
31/01/2007,0,48,28,FALSE
1/02/2007,0,49,30,FALSE
2/02/2007,0,44,28,FALSE
3/02/2007,0.14,42,31,TRUE
4/02/2007,0.16,54,41,TRUE
5/02/2007,0,45,42,FALSE
6/02/2007,0.03,48,41,TRUE
7/02/2007,0.09,52,43,TRUE
8/02/2007,0.01,53,42,TRUE
9/02/2007,0.09,57,42,TRUE
10/02/2007,0.16,56,42,TRUE
11/02/2007,0.22,54,45,TRUE
12/02/2007,0,53,42,FALSE
13/02/2007,0.02,51,41,TRUE
14/02/2007,0.16,47,40,TRUE
15/02/2007,0.12,53,46,TRUE
16/02/2007,0.01,51,43,TRUE
17/02/2007,0.13,58,44,TRUE
18/02/2007,0,46,41,FALSE
19/02/2007,0.74,46,41,TRUE
20/02/2007,0.25,44,36,TRUE
21/02/2007,0.05,50,34,TRUE
22/02/2007,0.13,48,37,TRUE
23/02/2007,0.01,44,35,TRUE
24/02/2007,0.36,44,36,TRUE
25/02/2007,0.2,45,39,TRUE
26/02/2007,0.11,47,34,TRUE
27/02/2007,0.15,42,31,TRUE
28/02/2007,0.04,41,32,TRUE
1/03/2007,0,41,31,FALSE
2/03/2007,0.23,43,32,TRUE
3/03/2007,0.05,52,41,TRUE
4/03/2007,0,55,41,FALSE
5/03/2007,0.06,59,46,TRUE
6/03/2007,0,68,41,FALSE
7/03/2007,0.2,54,41,TRUE
8/03/2007,0.2,50,42,TRUE
9/03/2007,0.06,53,43,TRUE
10/03/2007,0.36,57,47,TRUE
11/03/2007,0.74,59,50,TRUE
12/03/2007,0.1,53,41,TRUE
13/03/2007,0.01,49,36,TRUE
14/03/2007,0,48,37,FALSE
15/03/2007,0.01,47,34,TRUE
16/03/2007,0,66,42,FALSE
17/03/2007,0.11,52,47,TRUE
18/03/2007,0.02,61,48,TRUE
19/03/2007,0.33,51,45,TRUE
20/03/2007,0.1,50,36,TRUE
21/03/2007,0,51,32,FALSE
22/03/2007,0.07,51,44,TRUE
23/03/2007,0.17,52,46,TRUE
24/03/2007,0.91,53,45,TRUE
25/03/2007,0.01,54,41,TRUE
26/03/2007,0.05,59,36,TRUE
27/03/2007,0.29,50,39,TRUE
28/03/2007,0,54,37,FALSE
29/03/2007,0,63,37,FALSE
30/03/2007,0.16,53,44,TRUE
31/03/2007,0.18,50,41,TRUE
1/04/2007,0,47,34,FALSE
2/04/2007,0,50,36,FALSE
3/04/2007,0,56,34,FALSE
4/04/2007,0,60,44,FALSE
5/04/2007,0,71,44,FALSE
6/04/2007,0,78,51,FALSE
7/04/2007,0.03,63,50,TRUE
8/04/2007,0.1,61,46,TRUE
9/04/2007,0.08,52,42,TRUE
10/04/2007,0,54,41,FALSE
11/04/2007,0,61,37,FALSE
12/04/2007,0,52,43,FALSE
13/04/2007,0.09,53,42,TRUE
14/04/2007,0.01,56,43,TRUE
15/04/2007,0,57,39,FALSE
16/04/2007,0.04,53,42,TRUE
17/04/2007,0.05,55,41,TRUE
18/04/2007,0.01,55,41,TRUE
19/04/2007,0,58,37,FALSE
20/04/2007,0,58,36,FALSE
21/04/2007,0.09,62,41,TRUE
22/04/2007,0,61,44,FALSE
23/04/2007,0,65,43,FALSE
24/04/2007,0.1,58,47,TRUE
25/04/2007,0,56,44,FALSE
26/04/2007,0,59,48,FALSE
27/04/2007,0,62,50,FALSE
28/04/2007,0,62,47,FALSE
29/04/2007,0,64,46,FALSE
30/04/2007,0.09,62,43,TRUE
1/05/2007,0.05,58,43,TRUE
2/05/2007,0.31,57,42,TRUE
3/05/2007,0.01,57,41,TRUE
4/05/2007,0.14,58,44,TRUE
5/05/2007,0,57,41,FALSE
6/05/2007,0,58,47,FALSE
7/05/2007,0,73,51,FALSE
8/05/2007,0,73,49,FALSE
9/05/2007,0,64,46,FALSE
10/05/2007,0,68,44,FALSE
11/05/2007,0,65,45,FALSE
12/05/2007,0,63,47,FALSE
13/05/2007,0,60,46,FALSE
14/05/2007,0,69,43,FALSE
15/05/2007,0,85,49,FALSE
16/05/2007,0,65,46,FALSE
17/05/2007,0,66,47,FALSE
18/05/2007,0.01,71,48,TRUE
19/05/2007,0.03,60,49,TRUE
20/05/2007,0.56,55,45,TRUE
21/05/2007,0.31,60,45,TRUE
22/05/2007,0,63,47,FALSE
23/05/2007,0,68,46,FALSE
24/05/2007,0,72,49,FALSE
25/05/2007,0,75,50,FALSE
26/05/2007,0,67,51,FALSE
27/05/2007,0.04,57,47,TRUE
28/05/2007,0,64,46,FALSE
29/05/2007,0,81,47,FALSE
30/05/2007,0,87,55,FALSE
31/05/2007,0,82,53,FALSE
1/06/2007,0,79,52,FALSE
2/06/2007,0,81,54,FALSE
3/06/2007,0,84,56,FALSE
4/06/2007,0.06,69,55,TRUE
5/06/2007,0.04,63,51,TRUE
6/06/2007,0.01,63,48,TRUE
7/06/2007,0,63,50,FALSE
8/06/2007,0,69,50,FALSE
9/06/2007,0.28,58,53,TRUE
10/06/2007,0,64,51,FALSE
11/06/2007,0,62,49,FALSE
12/06/2007,0,70,46,FALSE
13/06/2007,0.01,66,51,TRUE
14/06/2007,0,67,51,FALSE
15/06/2007,0.15,67,51,TRUE
16/06/2007,0,67,51,FALSE
17/06/2007,0.01,58,52,TRUE
18/06/2007,0,65,49,FALSE
19/06/2007,0,76,48,FALSE
20/06/2007,0,81,50,FALSE
21/06/2007,0,75,56,FALSE
22/06/2007,0,68,54,FALSE
23/06/2007,0,70,52,FALSE
24/06/2007,0.38,59,49,TRUE
25/06/2007,0,69,47,FALSE
26/06/2007,0,82,51,FALSE
27/06/2007,0,74,53,FALSE
28/06/2007,0.3,70,57,TRUE
29/06/2007,0.1,67,52,TRUE
30/06/2007,0,73,51,FALSE
1/07/2007,0,75,54,FALSE
2/07/2007,0,79,57,FALSE
3/07/2007,0,81,58,FALSE
4/07/2007,0,84,61,FALSE
5/07/2007,0,81,59,FALSE
6/07/2007,0,81,60,FALSE
7/07/2007,0,78,54,FALSE
8/07/2007,0,76,54,FALSE
9/07/2007,0,78,58,FALSE
10/07/2007,0,89,64,FALSE
11/07/2007,0,98,61,FALSE
12/07/2007,0,81,58,FALSE
13/07/2007,0.01,78,60,TRUE
14/07/2007,0,86,58,FALSE
15/07/2007,0,81,63,FALSE
16/07/2007,0,81,61,FALSE
17/07/2007,0.04,71,58,TRUE
18/07/2007,0.29,67,59,TRUE
19/07/2007,0.05,72,57,TRUE
20/07/2007,0.45,67,59,TRUE
21/07/2007,0.29,74,60,TRUE
22/07/2007,0.28,71,63,TRUE
23/07/2007,0.03,70,59,TRUE
24/07/2007,0,72,57,FALSE
25/07/2007,0,78,55,FALSE
26/07/2007,0,70,56,FALSE
27/07/2007,0,78,56,FALSE
28/07/2007,0,77,59,FALSE
29/07/2007,0,70,59,FALSE
30/07/2007,0,74,55,FALSE
31/07/2007,0,77,54,FALSE
1/08/2007,0,84,58,FALSE
2/08/2007,0,85,57,FALSE
3/08/2007,0.05,72,57,TRUE
4/08/2007,0,77,54,FALSE
5/08/2007,0,76,56,FALSE
6/08/2007,0,68,57,FALSE
7/08/2007,0,66,58,FALSE
8/08/2007,0,73,58,FALSE
9/08/2007,0,71,55,FALSE
10/08/2007,0,74,56,FALSE
11/08/2007,0,74,52,FALSE
12/08/2007,0,69,56,FALSE
13/08/2007,0,76,56,FALSE
14/08/2007,0,83,57,FALSE
15/08/2007,0,85,58,FALSE
16/08/2007,0,74,58,FALSE
17/08/2007,0,76,55,FALSE
18/08/2007,0.2,74,55,TRUE
19/08/2007,0.25,64,55,TRUE
20/08/2007,0.16,66,57,TRUE
21/08/2007,0.06,72,60,TRUE
22/08/2007,0,75,58,FALSE
23/08/2007,0,78,56,FALSE
24/08/2007,0,79,57,FALSE
25/08/2007,0.01,69,58,TRUE
26/08/2007,0,70,56,FALSE
27/08/2007,0,72,54,FALSE
28/08/2007,0,79,52,FALSE
29/08/2007,0,86,57,FALSE
30/08/2007,0,80,58,FALSE
31/08/2007,0,71,58,FALSE
1/09/2007,0,74,56,FALSE
2/09/2007,0,77,56,FALSE
3/09/2007,0.46,77,58,TRUE
4/09/2007,0.66,67,58,TRUE
5/09/2007,0,74,59,FALSE
6/09/2007,0,71,57,FALSE
7/09/2007,0,70,54,FALSE
8/09/2007,0,71,53,FALSE
9/09/2007,0,77,55,FALSE
10/09/2007,0,85,57,FALSE
11/09/2007,0,84,55,FALSE
12/09/2007,0,71,56,FALSE
13/09/2007,0,68,53,FALSE
14/09/2007,0,66,56,FALSE
15/09/2007,0,67,55,FALSE
16/09/2007,0.19,60,56,TRUE
17/09/2007,0.22,62,51,TRUE
18/09/2007,0,62,48,FALSE
19/09/2007,0,63,50,FALSE
20/09/2007,0,61,47,FALSE
21/09/2007,0.01,66,51,TRUE
22/09/2007,0,61,50,FALSE
23/09/2007,0,63,47,FALSE
24/09/2007,0,65,46,FALSE
25/09/2007,0.02,58,50,TRUE
26/09/2007,0,65,48,FALSE
27/09/2007,0.23,66,49,TRUE
28/09/2007,0.09,59,47,TRUE
29/09/2007,0.09,57,46,TRUE
30/09/2007,1.19,54,50,TRUE
1/10/2007,0.05,62,50,TRUE
2/10/2007,0.8,55,49,TRUE
3/10/2007,0.26,56,43,TRUE
4/10/2007,0.07,56,45,TRUE
5/10/2007,0,54,45,FALSE
6/10/2007,0.08,54,45,TRUE
7/10/2007,0.22,62,50,TRUE
8/10/2007,0,56,45,FALSE
9/10/2007,0.01,61,50,TRUE
10/10/2007,0.05,59,47,TRUE
11/10/2007,0,58,44,FALSE
12/10/2007,0.01,61,46,TRUE
13/10/2007,0,63,42,FALSE
14/10/2007,0,65,44,FALSE
15/10/2007,0.09,55,50,TRUE
16/10/2007,0.02,55,45,TRUE
17/10/2007,0.32,55,43,TRUE
18/10/2007,0.23,60,45,TRUE
19/10/2007,0.73,53,43,TRUE
20/10/2007,0.23,54,43,TRUE
21/10/2007,0.03,54,48,TRUE
22/10/2007,0,64,47,FALSE
23/10/2007,0,72,48,FALSE
24/10/2007,0.1,56,44,TRUE
25/10/2007,0,52,39,FALSE
26/10/2007,0,53,37,FALSE
27/10/2007,0,54,36,FALSE
28/10/2007,0,59,37,FALSE
29/10/2007,0.02,52,43,TRUE
30/10/2007,0,52,37,FALSE
31/10/2007,0,47,34,FALSE
1/11/2007,0.02,52,38,TRUE
2/11/2007,0,51,32,FALSE
3/11/2007,0,58,47,FALSE
4/11/2007,0.06,53,42,TRUE
5/11/2007,0,54,40,FALSE
6/11/2007,0,52,40,FALSE
7/11/2007,0.03,56,47,TRUE
8/11/2007,0.01,57,48,TRUE
9/11/2007,0.2,54,50,TRUE
10/11/2007,0.14,53,42,TRUE
11/11/2007,0.03,52,42,TRUE
12/11/2007,0.56,53,43,TRUE
13/11/2007,0,50,37,FALSE
14/11/2007,0.08,54,36,TRUE
15/11/2007,1.09,54,46,TRUE
16/11/2007,0.06,53,48,TRUE
17/11/2007,0.47,50,44,TRUE
18/11/2007,0.02,45,41,TRUE
19/11/2007,0.39,44,38,TRUE
20/11/2007,0.04,46,38,TRUE
21/11/2007,0,46,33,FALSE
22/11/2007,0,46,31,FALSE
23/11/2007,0,47,29,FALSE
24/11/2007,0,43,33,FALSE
25/11/2007,0,46,33,FALSE
26/11/2007,0.33,42,33,TRUE
27/11/2007,0,47,36,FALSE
28/11/2007,0.18,42,37,TRUE
29/11/2007,0,43,37,FALSE
30/11/2007,0,40,35,FALSE
1/12/2007,0.25,38,31,TRUE
2/12/2007,1.55,48,33,TRUE
3/12/2007,3.77,59,46,TRUE
4/12/2007,0.09,56,46,TRUE
5/12/2007,0,47,40,FALSE
6/12/2007,0.02,43,38,TRUE
7/12/2007,0,42,37,FALSE
8/12/2007,0,41,28,FALSE
9/12/2007,0,36,28,FALSE
10/12/2007,0.01,40,33,TRUE
11/12/2007,0,40,32,FALSE
12/12/2007,0,42,34,FALSE
13/12/2007,0.15,43,36,TRUE
14/12/2007,0.02,45,40,TRUE
15/12/2007,0.18,45,41,TRUE
16/12/2007,0.02,48,38,TRUE
17/12/2007,0.17,44,38,TRUE
18/12/2007,0.5,46,38,TRUE
19/12/2007,0.82,45,40,TRUE
20/12/2007,0.04,43,33,TRUE
21/12/2007,0,42,32,FALSE
22/12/2007,0.36,45,36,TRUE
23/12/2007,0.4,47,38,TRUE
24/12/2007,0,42,34,FALSE
25/12/2007,0.1,37,32,TRUE
26/12/2007,0,41,35,FALSE
27/12/2007,0.43,38,33,TRUE
28/12/2007,0.09,42,38,TRUE
29/12/2007,0.11,42,35,TRUE
30/12/2007,0,41,36,FALSE
31/12/2007,0,44,36,FALSE
1/01/2008,0,47,41,FALSE
2/01/2008,0.4,46,37,TRUE
3/01/2008,0.19,49,40,TRUE
4/01/2008,0.03,53,41,TRUE
5/01/2008,0.14,46,37,TRUE
6/01/2008,0.19,41,33,TRUE
7/01/2008,0.02,40,34,TRUE
8/01/2008,0.57,43,33,TRUE
9/01/2008,0.27,42,36,TRUE
10/01/2008,0.62,50,37,TRUE
11/01/2008,0.16,47,41,TRUE
12/01/2008,0.33,50,41,TRUE
13/01/2008,0,51,38,FALSE
14/01/2008,0.15,47,33,TRUE
15/01/2008,0,41,30,FALSE
16/01/2008,0,40,33,FALSE
17/01/2008,0,41,34,FALSE
18/01/2008,0,42,34,FALSE
19/01/2008,0.14,42,35,TRUE
20/01/2008,0.07,41,33,TRUE
21/01/2008,0,39,25,FALSE
22/01/2008,0,41,25,FALSE
23/01/2008,0,44,26,FALSE
24/01/2008,0,46,33,FALSE
25/01/2008,0,42,25,FALSE
26/01/2008,0.35,39,26,TRUE
27/01/2008,0,40,30,FALSE
28/01/2008,0.15,37,31,TRUE
29/01/2008,0.08,40,35,TRUE
30/01/2008,0.11,43,34,TRUE
31/01/2008,0.29,42,36,TRUE
1/02/2008,0,41,36,FALSE
2/02/2008,0,42,34,FALSE
3/02/2008,0.02,39,34,TRUE
4/02/2008,0,41,31,FALSE
5/02/2008,0.17,45,37,TRUE
6/02/2008,0.27,42,36,TRUE
7/02/2008,0.04,45,41,TRUE
8/02/2008,0.34,45,40,TRUE
9/02/2008,0.06,51,45,TRUE
10/02/2008,0.32,47,45,TRUE
11/02/2008,0,49,42,FALSE
12/02/2008,0,50,41,FALSE
13/02/2008,0,49,35,FALSE
14/02/2008,0,48,33,FALSE
15/02/2008,0.01,45,36,TRUE
16/02/2008,0,51,40,FALSE
17/02/2008,0,49,34,FALSE
18/02/2008,0,56,33,FALSE
19/02/2008,0,51,36,FALSE
20/02/2008,0,53,40,FALSE
21/02/2008,0,53,34,FALSE
22/02/2008,0.01,58,37,TRUE
23/02/2008,0,54,38,FALSE
24/02/2008,0,56,41,FALSE
25/02/2008,0,55,42,FALSE
26/02/2008,0,56,39,FALSE
27/02/2008,0.08,53,42,TRUE
28/02/2008,0.01,57,44,TRUE
29/02/2008,0.14,58,43,TRUE
1/03/2008,0.07,50,39,TRUE
2/03/2008,0,50,36,FALSE
3/03/2008,0.07,48,40,TRUE
4/03/2008,0,51,37,FALSE
5/03/2008,0,52,31,FALSE
6/03/2008,0.01,55,33,TRUE
7/03/2008,0.02,52,40,TRUE
8/03/2008,0,53,40,FALSE
9/03/2008,0,58,40,FALSE
10/03/2008,0.31,60,47,TRUE
11/03/2008,0.08,49,38,TRUE
12/03/2008,0,50,35,FALSE
13/03/2008,0.44,44,40,TRUE
14/03/2008,0.35,46,41,TRUE
15/03/2008,0.15,51,40,TRUE
16/03/2008,0.11,46,38,TRUE
17/03/2008,0.02,53,40,TRUE
18/03/2008,0,51,39,FALSE
19/03/2008,0.05,53,38,TRUE
20/03/2008,0.11,48,38,TRUE
21/03/2008,0,49,36,FALSE
22/03/2008,0,59,34,FALSE
23/03/2008,0.64,47,37,TRUE
24/03/2008,0,51,35,FALSE
25/03/2008,0.29,46,32,TRUE
26/03/2008,0.28,45,33,TRUE
27/03/2008,0,45,34,FALSE
28/03/2008,0.32,42,33,TRUE
29/03/2008,0.3,45,33,TRUE
30/03/2008,0,49,34,FALSE
31/03/2008,0.03,50,37,TRUE
1/04/2008,0,50,32,FALSE
2/04/2008,0,53,35,FALSE
3/04/2008,0,57,34,FALSE
4/04/2008,0.13,48,40,TRUE
5/04/2008,0.06,50,39,TRUE
6/04/2008,0.11,51,42,TRUE
7/04/2008,0.04,50,39,TRUE
8/04/2008,0.06,50,38,TRUE
9/04/2008,0,53,35,FALSE
10/04/2008,0.01,56,41,TRUE
11/04/2008,0,62,38,FALSE
12/04/2008,0,79,43,FALSE
13/04/2008,0.08,57,43,TRUE
14/04/2008,0.25,52,37,TRUE
15/04/2008,0.01,49,36,TRUE
16/04/2008,0,57,42,FALSE
17/04/2008,0.01,57,42,TRUE
18/04/2008,0,49,37,FALSE
19/04/2008,0.15,45,34,TRUE
20/04/2008,0.04,48,34,TRUE
21/04/2008,0.03,51,36,TRUE
22/04/2008,0.02,57,38,TRUE
23/04/2008,0.17,55,43,TRUE
24/04/2008,0,53,41,FALSE
25/04/2008,0,57,40,FALSE
26/04/2008,0,67,37,FALSE
27/04/2008,0.03,63,46,TRUE
28/04/2008,0.34,64,45,TRUE
29/04/2008,0.2,56,40,TRUE
30/04/2008,0.16,57,40,TRUE
1/05/2008,0,58,39,FALSE
2/05/2008,0,62,43,FALSE
3/05/2008,0.09,51,46,TRUE
4/05/2008,0,64,46,FALSE
5/05/2008,0,66,48,FALSE
6/05/2008,0,55,47,FALSE
7/05/2008,0,55,44,FALSE
8/05/2008,0,59,43,FALSE
9/05/2008,0,61,42,FALSE
10/05/2008,0.01,60,46,TRUE
11/05/2008,0.02,56,44,TRUE
12/05/2008,0.01,59,42,TRUE
13/05/2008,0.13,54,48,TRUE
14/05/2008,0,66,51,FALSE
15/05/2008,0,71,53,FALSE
16/05/2008,0,84,53,FALSE
17/05/2008,0,90,57,FALSE
18/05/2008,0,74,53,FALSE
19/05/2008,0.1,75,56,TRUE
20/05/2008,0.19,59,49,TRUE
21/05/2008,0.1,57,47,TRUE
22/05/2008,0,57,46,FALSE
23/05/2008,0.03,59,51,TRUE
24/05/2008,0.04,77,50,TRUE
25/05/2008,0.13,66,53,TRUE
26/05/2008,0,68,51,FALSE
27/05/2008,0,69,53,FALSE
28/05/2008,0,66,50,FALSE
29/05/2008,0,59,48,FALSE
30/05/2008,0,62,49,FALSE
31/05/2008,0.04,63,49,TRUE
1/06/2008,0,58,50,FALSE
2/06/2008,0.03,62,47,TRUE
3/06/2008,0.58,58,48,TRUE
4/06/2008,0.26,59,46,TRUE
5/06/2008,0.19,54,47,TRUE
6/06/2008,0.38,55,47,TRUE
7/06/2008,0,55,48,FALSE
8/06/2008,0,57,48,FALSE
9/06/2008,0.17,55,44,TRUE
10/06/2008,0.03,58,44,TRUE
11/06/2008,0,55,48,FALSE
12/06/2008,0,65,48,FALSE
13/06/2008,0,63,49,FALSE
14/06/2008,0,64,47,FALSE
15/06/2008,0,70,49,FALSE
16/06/2008,0,71,49,FALSE
17/06/2008,0,62,48,FALSE
18/06/2008,0,61,49,FALSE
19/06/2008,0,71,50,FALSE
20/06/2008,0,83,51,FALSE
21/06/2008,0,77,56,FALSE
22/06/2008,0,68,53,FALSE
23/06/2008,0,66,49,FALSE
24/06/2008,0,71,49,FALSE
25/06/2008,0,73,51,FALSE
26/06/2008,0,66,49,FALSE
27/06/2008,0,81,54,FALSE
28/06/2008,0,91,60,FALSE
29/06/2008,0,92,63,FALSE
30/06/2008,0,82,57,FALSE
1/07/2008,0,76,55,FALSE
2/07/2008,0,82,55,FALSE
3/07/2008,0.25,72,56,TRUE
4/07/2008,0,71,59,FALSE
5/07/2008,0,70,58,FALSE
6/07/2008,0,69,56,FALSE
7/07/2008,0,76,54,FALSE
8/07/2008,0,84,54,FALSE
9/07/2008,0,82,62,FALSE
10/07/2008,0,73,54,FALSE
11/07/2008,0,81,52,FALSE
12/07/2008,0,87,58,FALSE
13/07/2008,0,85,61,FALSE
14/07/2008,0,81,56,FALSE
15/07/2008,0,84,59,FALSE
16/07/2008,0,75,53,FALSE
17/07/2008,0,71,52,FALSE
18/07/2008,0,66,54,FALSE
19/07/2008,0,73,53,FALSE
20/07/2008,0,80,51,FALSE
21/07/2008,0,74,54,FALSE
22/07/2008,0,65,54,FALSE
23/07/2008,0,65,53,FALSE
24/07/2008,0,76,53,FALSE
25/07/2008,0,76,54,FALSE
26/07/2008,0,74,53,FALSE
27/07/2008,0,73,57,FALSE
28/07/2008,0,78,54,FALSE
29/07/2008,0.11,64,55,TRUE
30/07/2008,0,67,53,FALSE
31/07/2008,0.12,72,51,TRUE
1/08/2008,0.09,70,56,TRUE
2/08/2008,0,71,53,FALSE
3/08/2008,0,73,52,FALSE
4/08/2008,0,82,55,FALSE
5/08/2008,0,88,62,FALSE
6/08/2008,0,86,61,FALSE
7/08/2008,0,80,55,FALSE
8/08/2008,0,71,54,FALSE
9/08/2008,0.29,69,55,TRUE
10/08/2008,0,70,56,FALSE
11/08/2008,0,75,60,FALSE
12/08/2008,0,76,58,FALSE
13/08/2008,0,80,62,FALSE
14/08/2008,0,90,63,FALSE
15/08/2008,0,90,65,FALSE
16/08/2008,0,90,63,FALSE
17/08/2008,0,85,62,FALSE
18/08/2008,0.17,64,60,TRUE
19/08/2008,0.48,72,59,TRUE
20/08/2008,0.7,66,57,TRUE
21/08/2008,0.02,68,56,TRUE
22/08/2008,0,74,54,FALSE
23/08/2008,0,81,56,FALSE
24/08/2008,0.88,73,57,TRUE
25/08/2008,0.07,66,56,TRUE
26/08/2008,0.16,66,54,TRUE
27/08/2008,0.01,67,53,TRUE
28/08/2008,0,69,58,FALSE
29/08/2008,0,72,56,FALSE
30/08/2008,0,64,53,FALSE
31/08/2008,0,65,51,FALSE
1/09/2008,0,64,50,FALSE
2/09/2008,0,69,49,FALSE
3/09/2008,0,69,51,FALSE
4/09/2008,0,71,53,FALSE
5/09/2008,0,73,52,FALSE
6/09/2008,0,73,55,FALSE
7/09/2008,0,76,58,FALSE
8/09/2008,0,78,55,FALSE
9/09/2008,0,73,55,FALSE
10/09/2008,0,73,50,FALSE
11/09/2008,0,76,53,FALSE
12/09/2008,0,75,52,FALSE
13/09/2008,0,74,52,FALSE
14/09/2008,0,77,53,FALSE
15/09/2008,0,79,54,FALSE
16/09/2008,0,80,53,FALSE
17/09/2008,0,74,54,FALSE
18/09/2008,0,60,54,FALSE
19/09/2008,0,60,54,FALSE
20/09/2008,0.54,58,54,TRUE
21/09/2008,0.02,64,54,TRUE
22/09/2008,0.01,63,49,TRUE
23/09/2008,0,61,43,FALSE
24/09/2008,0.12,61,50,TRUE
25/09/2008,0.09,62,53,TRUE
26/09/2008,0,65,53,FALSE
27/09/2008,0,66,51,FALSE
28/09/2008,0,70,50,FALSE
29/09/2008,0,78,50,FALSE
30/09/2008,0,71,52,FALSE
1/10/2008,0,74,49,FALSE
2/10/2008,0.07,68,57,TRUE
3/10/2008,0.57,62,57,TRUE
4/10/2008,0.07,62,50,TRUE
5/10/2008,0.02,56,48,TRUE
6/10/2008,0.32,59,52,TRUE
7/10/2008,0.01,60,48,TRUE
8/10/2008,0.01,56,44,TRUE
9/10/2008,0,52,40,FALSE
10/10/2008,0,55,44,FALSE
11/10/2008,0,56,37,FALSE
12/10/2008,0,58,44,FALSE
13/10/2008,0.09,59,50,TRUE
14/10/2008,0,55,41,FALSE
15/10/2008,0.09,51,40,TRUE
16/10/2008,0.06,57,45,TRUE
17/10/2008,0.15,63,49,TRUE
18/10/2008,0,57,44,FALSE
19/10/2008,0,52,40,FALSE
20/10/2008,0.25,56,45,TRUE
21/10/2008,0,54,41,FALSE
22/10/2008,0,63,40,FALSE
23/10/2008,0.11,56,41,TRUE
24/10/2008,0,52,38,FALSE
25/10/2008,0,57,43,FALSE
26/10/2008,0,60,41,FALSE
27/10/2008,0,60,43,FALSE
28/10/2008,0,59,44,FALSE
29/10/2008,0,58,48,FALSE
30/10/2008,0,57,46,FALSE
31/10/2008,0.35,59,50,TRUE
1/11/2008,0.15,65,48,TRUE
2/11/2008,0.3,57,48,TRUE
3/11/2008,0.32,53,46,TRUE
4/11/2008,0.65,51,41,TRUE
5/11/2008,0,52,38,FALSE
6/11/2008,2.15,57,46,TRUE
7/11/2008,0.99,62,54,TRUE
8/11/2008,0.12,62,53,TRUE
9/11/2008,0.13,56,49,TRUE
10/11/2008,0.05,54,48,TRUE
11/11/2008,0.35,56,46,TRUE
12/11/2008,0.88,58,51,TRUE
13/11/2008,0.05,52,42,TRUE
14/11/2008,0,53,40,FALSE
15/11/2008,0,57,44,FALSE
16/11/2008,0,55,42,FALSE
17/11/2008,0,59,43,FALSE
18/11/2008,0.01,51,43,TRUE
19/11/2008,0,60,42,FALSE
20/11/2008,0.15,58,42,TRUE
21/11/2008,0.06,51,43,TRUE
22/11/2008,0,48,40,FALSE
23/11/2008,0,52,35,FALSE
24/11/2008,0,50,36,FALSE
25/11/2008,0.05,48,40,TRUE
26/11/2008,0,48,37,FALSE
27/11/2008,0.01,48,34,TRUE
28/11/2008,0.03,51,44,TRUE
29/11/2008,0.01,56,49,TRUE
30/11/2008,0.06,55,50,TRUE
1/12/2008,0.16,55,50,TRUE
2/12/2008,0.03,51,43,TRUE
3/12/2008,0,49,42,FALSE
4/12/2008,0,49,37,FALSE
5/12/2008,0,48,34,FALSE
6/12/2008,0,50,38,FALSE
7/12/2008,0.09,49,43,TRUE
8/12/2008,0,45,39,FALSE
9/12/2008,0.06,46,42,TRUE
10/12/2008,0.05,48,44,TRUE
11/12/2008,0,45,38,FALSE
12/12/2008,0.73,45,34,TRUE
13/12/2008,0.34,40,32,TRUE
14/12/2008,0.06,32,22,TRUE
15/12/2008,0,30,19,FALSE
16/12/2008,0,31,20,FALSE
17/12/2008,0.05,36,29,TRUE
18/12/2008,0.18,35,25,TRUE
19/12/2008,0,27,20,FALSE
20/12/2008,0.16,26,14,TRUE
21/12/2008,0.27,31,24,TRUE
22/12/2008,0.02,34,27,TRUE
23/12/2008,0,35,29,FALSE
24/12/2008,0.44,38,30,TRUE
25/12/2008,0.2,36,33,TRUE
26/12/2008,0.15,38,32,TRUE
27/12/2008,0.29,44,37,TRUE
28/12/2008,0.35,44,38,TRUE
29/12/2008,0.26,42,36,TRUE
30/12/2008,0.12,43,34,TRUE
31/12/2008,0.09,44,37,TRUE
1/01/2009,0.71,46,36,TRUE
2/01/2009,0.12,38,33,TRUE
3/01/2009,0,40,32,FALSE
4/01/2009,0.57,38,30,TRUE
5/01/2009,0.04,46,34,TRUE
6/01/2009,1.22,53,42,TRUE
7/01/2009,2.29,52,50,TRUE
8/01/2009,0.03,50,37,TRUE
9/01/2009,0,43,36,FALSE
10/01/2009,0.14,44,39,TRUE
11/01/2009,0.03,48,44,TRUE
12/01/2009,0.08,49,46,TRUE
13/01/2009,0,46,40,FALSE
14/01/2009,0,42,36,FALSE
15/01/2009,0,42,35,FALSE
16/01/2009,0,37,32,FALSE
17/01/2009,0,44,32,FALSE
18/01/2009,0,51,30,FALSE
19/01/2009,0,42,29,FALSE
